description,label
เส้นจราจร เขตห้ามหยุดบนถนนสี่พระยา (หน้าคอนโดวิช แอดสามย่าน) ซีดจาง ทำให้รถหยุดขวางทางเข้าออก รถที่จะเข้าออกคอนโดเกิดการกีดขวางเนื่องจากมีเลนจราจรเลนเดียว ทำให้รถติดบริเวณแยกถนนทรัพย์,"('ถนน', 'รถจอดขวางถนน')"
พนักงานร้านพิชซ่าชอบมาสูบบุหรี่หน้าบ้าน,มลภาวะทางอากาศ
ต้นไม้เลื้อยขึ้นไปเสาไฟฟ้า ถนนเลียบทางด่วนวงแหวนสาย 9 ช่วงปากซอยที่จะเลี้ยวเข้าไปซอยคู้บอน 27 แยก 10 แถวนี้หญ้ารกครับ รบกวนช่วยตรวจสอบและแก้ไขด้วยครับ,ต้นไม้
สายไฟสายสื่อสารหน้าหมู่บ้านเสรีอ่อนนุช (อ่อนนุช 70/1) อยู่ติดสพานลอยคนข้ามเกินไป,"('ไฟฟ้า', 'เสาไฟฟ้า&สายไฟฟ้า')"
น้ำไม่ไหลตอน 5 ทุ่มถึง 6 โมงเช้ามาหลายวันแล้วครับ,ประปา
แจ้งไปด้านบนแล้วครับ,reject
18 ซอย เอกชัย 76 https://maps.app.goo.gl/NELkRqB9JLqUmPjX7,reject
-แจ้งปัญหาสะพานลอยคนข้ามและทางเท้าตรงข้าม รร หอวัง หน้าโลตัสลาดพร้าว ปัญหาคือ  1. กลางคืนมืดมาก เปลี่ยวมาก ทั้งๆที่มีคนเดินใช้สะพานลอยนี้เยอะมากเพราะเชื่อมกับ skywalk BtS ห้าแยกลาดพร้าว  2 มีคนไร้บ้าน ขอทาน หาบเร่ มานั่งที่สะพานลอยทุกวัน ถึงกลางคืน มีความกังวลเรื่องความปลอดภัยเนื่องจาก มืดและเปลี่ยว นักเรียนนักศึกษาใช้สะพานนี้มาก 3 สายสื่อสารแทบจะชนหัวอยู่แล้วค่ะ,คนไร้บ้าน&ขอทาน
ร้านขายต้นไม้บนทางเท้า,"('ทางเท้า', 'หาบเร่แผงลอย')"
1.น้ำท่วมขังทุกครั้งที่ฝนตก เดินออกจากหน้าบ้านไม่ได้,น้ำท่วม
ต้นโพธิ์ใหญ่ขึ้นพันต้นไม้จะทำให้ต้นไม้ตายได้โปรดแก้ไขด้วย ด้านหน้าถนนตรงมีทติ้งมอลบางอ้อ,ต้นไม้
แล้วให้ผมแจ้งไปที่ไหนหรอคับไม่เห็นมีให้แจ้งช่วยเหลือหมาแมวจรเลยคับ,สัตว์
แจ้งปัญหาขยะลอยเต็มตลิ่งสวนสาธารณะใตสะพานแขวนค่ะ เหม็นมากค่ะ,สวนสาธารณะ
